"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour","orig.id"
"29",2023,9,25,1056,1043,13,1416,1353,23,"DL",1000,"N108DQ","LGA","SRQ",145,1047,10,43,2023-09-25 10:00:00,"44587"
"30",2023,5,30,857,900,-3,1112,1133,-21,"DL",196,"N395DN","JFK","DEN",209,1626,9,0,2023-05-30 09:00:00,"24532"
"31",2023,4,8,2129,2127,2,9,36,-27,"DL",251,"N881DN","JFK","LAS",298,2248,21,27,2023-04-08 21:00:00,"15868"
"32",2023,10,15,1112,1110,2,1405,1411,-6,"DL",350,"N373DX","JFK","FLL",151,1069,11,10,2023-10-15 11:00:00,"48108"
"33",2023,4,22,1136,1955,941,1446,2359,887,"DL",497,"N704X","JFK","SFO",338,2586,19,55,2023-04-22 19:00:00,"18133"
"34",2023,9,7,1005,1700,1025,1256,2043,973,"DL",282,"N703TW","JFK","SFO",324,2586,17,0,2023-09-07 17:00:00,"41458"
"35",2023,6,16,2235,2055,100,2341,2233,68,"DL",1026,"N120DU","JFK","BOS",39,187,20,55,2023-06-16 20:00:00,"27552"
"36",2023,8,2,1604,1600,4,1819,1849,-30,"DL",154,"N353DN","LGA","ATL",104,762,16,0,2023-08-02 16:00:00,"35434"
"37",2023,7,10,803,805,-2,955,1014,-19,"DL",467,"N371NB","JFK","MSP",143,1029,8,5,2023-07-10 08:00:00,"31370"
"38",2023,9,9,1031,1025,6,1320,1326,-6,"DL",400,"N129DU","JFK","SAT",205,1587,10,25,2023-09-09 10:00:00,"41813"
"39",2023,8,8,1933,1859,34,2103,2028,35,"DL",800,"N118DU","LGA","BOS",57,184,18,59,2023-08-08 18:00:00,"36479"
"40",2023,3,20,1322,1150,92,1502,1348,74,"DL",287,"N936AT","EWR","MSP",144,1008,11,50,2023-03-20 11:00:00,"12636"
"41",2023,5,6,1954,1955,-1,2221,2309,-48,"DL",544,"N367DN","JFK","MCO",121,944,19,55,2023-05-06 19:00:00,"20512"
"42",2023,6,13,NA,710,NA,NA,1011,NA,"DL",308,"N359NB","LGA","TPA",NA,1010,7,10,2023-06-13 07:00:00,"27037"
"43",2023,8,17,2043,1915,88,2320,2214,66,"DL",504,"N125DU","LGA","IAH",180,1416,19,15,2023-08-17 19:00:00,"38038"
"44",2023,7,29,1111,1111,0,1404,1434,-30,"DL",511,"N372DA","LGA","MIA",146,1096,11,11,2023-07-29 11:00:00,"34694"
"45",2023,11,13,1218,1223,-5,1508,1540,-32,"DL",546,"N358DN","LGA","FLL",145,1076,12,23,2023-11-13 12:00:00,"53215"
"46",2023,11,2,1006,1000,6,1233,1245,-12,"DL",150,"N382DN","LGA","ATL",114,762,10,0,2023-11-02 10:00:00,"51249"
"47",2023,3,27,1757,1800,-3,2130,2143,-13,"DL",261,"N812DN","JFK","SLC",287,1990,18,0,2023-03-27 18:00:00,"13833"
"48",2023,5,17,656,700,-4,1006,1045,-39,"DL",175,"N703TW","JFK","SFO",340,2586,7,0,2023-05-17 07:00:00,"22275"
"49",2023,12,6,1807,1810,-3,2053,2123,-30,"DL",345,"N411DX","JFK","LAX",318,2475,18,10,2023-12-06 18:00:00,"57245"
"50",2023,8,21,1109,1110,-1,1257,1346,-49,"DL",295,"N526DE","JFK","LAS",263,2248,11,10,2023-08-21 11:00:00,"38604"
"51",2023,9,16,1417,1400,17,1645,1630,15,"DL",165,"N339DN","LGA","ATL",111,762,14,0,2023-09-16 14:00:00,"43051"
"52",2023,2,24,725,735,-10,1028,1102,-34,"DL",892,"N341NB","JFK","RSW",163,1074,7,35,2023-02-24 07:00:00,"8628"
"53",2023,8,14,2003,1935,28,2304,2250,14,"DL",130,"N174DN","JFK","LAX",315,2475,19,35,2023-08-14 19:00:00,"37512"
"54",2023,3,6,900,905,-5,1155,1150,5,"DL",354,"N375DA","JFK","DEN",253,1626,9,5,2023-03-06 09:00:00,"10289"
"55",2023,9,5,2032,2029,3,2250,2220,30,"DL",1014,"N899AT","EWR","DTW",71,488,20,29,2023-09-05 20:00:00,"41223"
"56",2023,11,20,1253,1257,-4,1610,1610,0,"DL",133,"N109DU","LGA","DFW",219,1389,12,57,2023-11-20 12:00:00,"54463"
"57",2023,4,30,1725,1629,56,1958,1848,70,"DL",698,"N123DQ","JFK","DTW",75,509,16,29,2023-04-30 16:00:00,"19476"
"58",2023,10,17,1904,1915,-11,2211,2215,-4,"DL",416,"N329NW","LGA","PBI",146,1035,19,15,2023-10-17 19:00:00,"48553"
"59",2023,6,7,1912,1759,73,2148,2057,51,"DL",624,"N311DN","LGA","MCO",138,950,17,59,2023-06-07 17:00:00,"25995"
"60",2023,3,1,1730,1730,0,1947,2000,-13,"DL",494,"N3756","EWR","ATL",114,746,17,30,2023-03-01 17:00:00,"9552"
"61",2023,11,1,1919,1920,-1,2126,2129,-3,"DL",568,"N376DN","LGA","DTW",78,502,19,20,2023-11-01 19:00:00,"51162"
"62",2023,12,13,1911,1829,42,2214,2205,9,"DL",96,"N865DN","JFK","SLC",269,1990,18,29,2023-12-13 18:00:00,"58500"
"63",2023,2,19,1344,1203,101,1637,1457,100,"DL",456,"N317US","JFK","PBI",143,1028,12,3,2023-02-19 12:00:00,"7825"
"64",2023,10,15,634,643,-9,934,949,-15,"DL",624,"N376NW","JFK","AUS",219,1521,6,43,2023-10-15 06:00:00,"48057"
"65",2023,9,7,1907,1834,33,2307,2106,121,"DL",1002,"N933AT","EWR","ATL",111,746,18,34,2023-09-07 18:00:00,"41546"
"66",2023,5,4,2025,2030,-5,2135,2220,-45,"DL",448,"N145DQ","LGA","ORD",108,733,20,30,2023-05-04 20:00:00,"20206"
"67",2023,5,22,1813,1530,163,2103,1840,143,"DL",434,"N397DN","JFK","MCO",146,944,15,30,2023-05-22 15:00:00,"23247"
"68",2023,3,8,1558,1600,-2,1741,1749,-8,"DL",476,"N136DQ","LGA","ORD",125,733,16,0,2023-03-08 16:00:00,"10697"
"69",2023,3,3,1909,1910,-1,2215,2227,-12,"DL",638,"N115DN","JFK","FLL",155,1069,19,10,2023-03-03 19:00:00,"9910"
"70",2023,1,23,1858,1825,33,2029,2016,13,"DL",423,"N102DU","LGA","ORD",116,733,18,25,2023-01-23 18:00:00,"3487"
"71",2023,1,15,1538,1540,-2,1736,1824,-48,"DL",145,"N176DZ","JFK","ATL",98,760,15,40,2023-01-15 15:00:00,"2147"
"72",2023,6,12,1610,1600,10,1953,1819,94,"DL",428,"N116DU","LGA","CHS",111,641,16,0,2023-06-12 16:00:00,"26802"
"73",2023,7,5,800,805,-5,1134,1206,-32,"DL",580,"N821DN","JFK","SJU",195,1598,8,5,2023-07-05 08:00:00,"30551"
"74",2023,8,17,1133,1135,-2,1324,1323,1,"DL",466,"N131DU","LGA","ORD",125,733,11,35,2023-08-17 11:00:00,"37946"
"75",2023,9,24,1251,1200,51,1458,1416,42,"DL",943,"N934AT","EWR","ATL",106,746,12,0,2023-09-24 12:00:00,"44424"
"76",2023,1,12,1259,1255,4,1615,1617,-2,"DL",900,"N108DQ","LGA","IAH",232,1416,12,55,2023-01-12 12:00:00,"1673"
"77",2023,4,17,658,700,-2,1010,1015,-5,"DL",202,"N173DZ","JFK","LAX",319,2475,7,0,2023-04-17 07:00:00,"17226"
"78",2023,7,21,1111,1111,0,1420,1434,-14,"DL",511,"N377DA","LGA","MIA",147,1096,11,11,2023-07-21 11:00:00,"33323"
"79",2023,2,27,1539,1530,9,1852,1849,3,"DL",632,"N352DN","JFK","FLL",145,1069,15,30,2023-02-27 15:00:00,"9189"
"80",2023,4,22,852,900,-8,1222,1208,14,"DL",583,"N125DU","LGA","IAH",212,1416,9,0,2023-04-22 09:00:00,"18110"
"81",2023,5,1,1054,1055,-1,1333,1350,-17,"DL",372,"N323DN","JFK","MCO",138,944,10,55,2023-05-01 10:00:00,"19586"
"82",2023,8,10,607,610,-3,736,747,-11,"DL",371,"N114DU","LGA","ORD",115,733,6,10,2023-08-10 06:00:00,"36690"
"83",2023,1,1,1440,1440,0,1649,1719,-30,"DL",196,"N350NA","LGA","ATL",111,762,14,40,2023-01-01 14:00:00,"73"
"84",2023,3,9,1323,1315,8,1759,1806,-7,"DL",746,"N883DN","JFK","SJU",192,1598,13,15,2023-03-09 13:00:00,"10843"
"85",2023,7,31,757,752,5,954,1007,-13,"DL",749,"N331NB","JFK","MSY",156,1182,7,52,2023-07-31 07:00:00,"35003"
"86",2023,12,13,1919,1925,-6,2149,2158,-9,"DL",453,"N139DU","LGA","MSY",186,1183,19,25,2023-12-13 19:00:00,"58503"
"87",2023,5,12,1450,1455,-5,1736,1736,0,"DL",769,"N103DU","JFK","JAX",112,828,14,55,2023-05-12 14:00:00,"21510"
"88",2023,12,24,1220,1227,-7,1425,1501,-36,"DL",115,"N387DA","JFK","ATL",110,760,12,27,2023-12-24 12:00:00,"60389"
"89",2023,1,20,828,830,-2,1143,1203,-20,"DL",243,"N119DU","LGA","DFW",228,1389,8,30,2023-01-20 08:00:00,"2927"
"90",2023,2,24,733,735,-2,1028,1043,-15,"DL",578,"N849DN","JFK","TPA",153,1005,7,35,2023-02-24 07:00:00,"8629"
"91",2023,5,4,1102,1107,-5,1414,1418,-4,"DL",511,"N367DN","JFK","MIA",145,1089,11,7,2023-05-04 11:00:00,"20104"
"92",2023,9,11,1513,1516,-3,1945,1808,97,"DL",208,"N312DU","LGA","DFW",191,1389,15,16,2023-09-11 15:00:00,"42176"
"93",2023,9,6,738,740,-2,916,955,-39,"DL",549,"N362NB","JFK","MSP",134,1029,7,40,2023-09-06 07:00:00,"41261"
"94",2023,12,13,556,600,-4,828,831,-3,"DL",803,"N935AT","EWR","ATL",115,746,6,0,2023-12-13 06:00:00,"58356"
"95",2023,2,10,757,735,22,1051,1049,2,"DL",448,"N107DN","JFK","FLL",158,1069,7,35,2023-02-10 07:00:00,"6340"
"96",2023,8,16,1604,1605,-1,1818,1839,-21,"DL",627,"N370NB","JFK","MSY",167,1182,16,5,2023-08-16 16:00:00,"37815"
"97",2023,12,11,724,730,-6,1041,1040,1,"DL",351,"N359NW","LGA","PBI",158,1035,7,30,2023-12-11 07:00:00,"58007"
"98",2023,3,28,1151,1150,1,1349,1348,1,"DL",287,"N894AT","EWR","MSP",157,1008,11,50,2023-03-28 11:00:00,"13959"
"99",2023,7,21,1307,1235,32,1559,1534,25,"DL",129,"N126DU","LGA","DFW",197,1389,12,35,2023-07-21 12:00:00,"33348"
"100",2023,7,5,844,850,-6,1115,1146,-31,"DL",180,"N109DU","LGA","DFW",175,1389,8,50,2023-07-05 08:00:00,"30558"
"101",2023,9,18,725,730,-5,901,906,-5,"DL",629,"N130DU","LGA","ORD",105,733,7,30,2023-09-18 07:00:00,"43316"
"102",2023,6,1,558,600,-2,805,820,-15,"DL",337,"N360DN","LGA","ATL",106,762,6,0,2023-06-01 06:00:00,"24842"
"103",2023,8,27,2107,2100,7,2224,2242,-18,"DL",787,"N101DU","JFK","BOS",34,187,21,0,2023-08-27 21:00:00,"39722"
"104",2023,3,8,1200,1203,-3,1446,1457,-11,"DL",475,"N365NW","JFK","PBI",149,1028,12,3,2023-03-08 12:00:00,"10668"
"105",2023,6,27,1226,1229,-3,1619,1535,44,"DL",554,"N347NW","JFK","AUS",207,1521,12,29,2023-06-27 12:00:00,"29290"
"106",2023,10,8,709,700,9,954,954,0,"DL",174,"N197DN","JFK","LAX",311,2475,7,0,2023-10-08 07:00:00,"46842"
"107",2023,11,16,1702,1610,52,2045,1956,49,"DL",344,"N523DE","JFK","PHX",298,2153,16,10,2023-11-16 16:00:00,"53812"
"108",2023,12,21,814,815,-1,1118,1125,-7,"DL",509,"N884DN","JFK","TPA",135,1005,8,15,2023-12-21 08:00:00,"59827"
"109",2023,4,27,1253,1300,-7,1430,1448,-18,"DL",614,"N980AT","EWR","DTW",83,488,13,0,2023-04-27 13:00:00,"18964"
"110",2023,10,9,1552,1546,6,1850,1845,5,"DL",111,"N338DN","LGA","MCO",142,950,15,46,2023-10-09 15:00:00,"47115"
"111",2023,11,20,2008,1920,48,2258,2252,6,"DL",200,"N520DE","JFK","PDX",316,2454,19,20,2023-11-20 19:00:00,"54544"
"112",2023,12,14,1117,1110,7,1417,1424,-7,"DL",486,"N386DN","JFK","MIA",152,1089,11,10,2023-12-14 11:00:00,"58600"
"113",2023,9,13,659,705,-6,1009,1015,-6,"DL",961,"N3773D","LGA","MIA",165,1096,7,5,2023-09-13 07:00:00,"42451"
"114",2023,4,21,1140,1140,0,1448,1455,-7,"DL",210,"N183DN","JFK","LAX",323,2475,11,40,2023-04-21 11:00:00,"17967"
"115",2023,3,7,1657,1700,-3,1914,1938,-24,"DL",994,"N823DX","JFK","ATL",109,760,17,0,2023-03-07 17:00:00,"10540"
"116",2023,8,10,712,605,67,942,817,85,"DL",667,"N359NW","EWR","ATL",110,746,6,5,2023-08-10 06:00:00,"36707"
"117",2023,11,20,821,830,-9,1127,1200,-33,"DL",340,"N507DZ","JFK","SAN",309,2446,8,30,2023-11-20 08:00:00,"54421"
"118",2023,4,16,1657,1700,-3,1925,2006,-41,"DL",252,"N923DZ","JFK","LAS",289,2248,17,0,2023-04-16 17:00:00,"17151"
"119",2023,8,9,700,700,0,1015,1022,-7,"DL",153,"N178DN","JFK","SFO",348,2586,7,0,2023-08-09 07:00:00,"36532"
"120",2023,8,21,1606,1526,40,1844,1849,-5,"DL",209,"N392DN","JFK","FLL",129,1069,15,26,2023-08-21 15:00:00,"38657"
"121",2023,6,1,1302,1134,88,1429,1325,64,"DL",603,"N357NB","LGA","ORD",107,733,11,34,2023-06-01 11:00:00,"24925"
"122",2023,10,27,813,650,83,1151,1016,95,"DL",103,"N305DN","JFK","SLC",289,1990,6,50,2023-10-27 06:00:00,"50204"
"123",2023,11,12,1618,1610,8,1932,1956,-24,"DL",344,"N523DE","JFK","PHX",289,2153,16,10,2023-11-12 16:00:00,"53068"
"124",2023,9,13,1058,1059,-1,1237,1309,-32,"DL",499,"N388DN","LGA","MSP",139,1020,10,59,2023-09-13 10:00:00,"42491"
"125",2023,6,26,944,840,64,1215,1159,16,"DL",121,"N879DN","JFK","PDX",298,2454,8,40,2023-06-26 08:00:00,"29091"
"126",2023,3,3,1549,1550,-1,1849,1836,13,"DL",337,"N377DN","LGA","ATL",136,762,15,50,2023-03-03 15:00:00,"9878"
"127",2023,2,6,1109,1110,-1,1416,1440,-24,"DL",148,"N893DN","JFK","SLC",289,1990,11,10,2023-02-06 11:00:00,"5697"
"128",2023,10,6,841,600,161,1129,844,165,"DL",233,"N101DU","LGA","DFW",198,1389,6,0,2023-10-06 06:00:00,"46533"
"129",2023,9,12,1010,730,160,1154,906,168,"DL",629,"N314DU","LGA","ORD",112,733,7,30,2023-09-12 07:00:00,"42309"
"130",2023,2,9,2041,2045,-4,2209,2234,-25,"DL",451,"N138DU","LGA","ORD",117,733,20,45,2023-02-09 20:00:00,"6296"
"131",2023,1,14,1304,1259,5,1445,1506,-21,"DL",843,"N333NB","LGA","DTW",77,502,12,59,2023-01-14 12:00:00,"2001"
"132",2023,7,5,1714,1715,-1,2040,2106,-26,"DL",262,"N705TW","JFK","SFO",346,2586,17,15,2023-07-05 17:00:00,"30637"
"133",2023,1,31,1127,1110,17,1440,1420,20,"DL",1092,"N339DN","LGA","PBI",146,1035,11,10,2023-01-31 11:00:00,"4725"
"134",2023,9,20,1127,1135,-8,1337,1355,-18,"DL",877,"N301DU","LGA","MSY",159,1183,11,35,2023-09-20 11:00:00,"43721"
"135",2023,1,25,859,900,-1,1134,1150,-16,"DL",402,"N3772H","JFK","DEN",228,1626,9,0,2023-01-25 09:00:00,"3736"
"136",2023,7,6,2229,2030,119,2350,2214,96,"DL",370,"N113DQ","LGA","ORD",113,733,20,30,2023-07-06 20:00:00,"30852"
"137",2023,4,9,2023,1950,33,2316,2304,12,"DL",426,"N388DN","LGA","FLL",145,1076,19,50,2023-04-09 19:00:00,"16022"
"138",2023,8,13,1740,1741,-1,2030,2141,-71,"DL",214,"N525DA","JFK","SLC",274,1990,17,41,2023-08-13 17:00:00,"37305"
"139",2023,7,20,839,840,-1,1113,1110,3,"DL",151,"N529DT","JFK","ATL",108,760,8,40,2023-07-20 08:00:00,"33131"
"140",2023,8,2,1136,1135,1,1412,1441,-29,"DL",666,"N322NB","LGA","PBI",126,1035,11,35,2023-08-02 11:00:00,"35394"
"141",2023,1,27,826,830,-4,1135,1203,-28,"DL",243,"N113DQ","LGA","DFW",216,1389,8,30,2023-01-27 08:00:00,"4070"
"142",2023,7,5,959,1958,841,1224,2244,820,"DL",153,"N380DN","JFK","DEN",226,1626,19,58,2023-07-05 19:00:00,"30564"
"143",2023,5,29,927,930,-3,1137,1205,-28,"DL",166,"N339DN","LGA","ATL",94,762,9,30,2023-05-29 09:00:00,"24356"
"144",2023,4,8,1218,1228,-10,1443,1450,-7,"DL",280,"N974AT","EWR","ATL",122,746,12,28,2023-04-08 12:00:00,"15804"
"145",2023,3,13,1355,1359,-4,1606,1635,-29,"DL",172,"N399DA","JFK","DEN",220,1626,13,59,2023-03-13 13:00:00,"11490"
"146",2023,2,21,1158,1200,-2,1435,1434,1,"DL",296,"N852DN","JFK","ATL",124,760,12,0,2023-02-21 12:00:00,"8166"
"147",2023,10,24,801,805,-4,1040,1040,0,"DL",115,"N517DN","JFK","PHX",292,2153,8,5,2023-10-24 08:00:00,"49665"
"148",2023,12,26,1749,1700,49,1917,1857,20,"DL",903,"N136DQ","LGA","ORD",111,733,17,0,2023-12-26 17:00:00,"60721"
"149",2023,2,22,848,805,43,1204,1115,49,"DL",350,"N723TW","JFK","LAS",349,2248,8,5,2023-02-22 08:00:00,"8301"
"150",2023,8,4,800,800,0,1018,1038,-20,"DL",164,"N508DA","JFK","DEN",220,1626,8,0,2023-08-04 08:00:00,"35707"
"151",2023,1,28,1045,1045,0,1304,1308,-4,"DL",483,"N350NA","LGA","MSP",166,1020,10,45,2023-01-28 10:00:00,"4251"
"152",2023,6,22,1710,1531,99,2036,1849,107,"DL",595,"N378DN","LGA","FLL",173,1076,15,31,2023-06-22 15:00:00,"28509"
"153",2023,11,15,958,959,-1,1217,1245,-28,"DL",150,"N389DN","LGA","ATL",113,762,9,59,2023-11-15 09:00:00,"53555"
"154",2023,1,12,1911,1859,12,2207,2208,-1,"DL",501,"N394DX","LGA","PBI",151,1035,18,59,2023-01-12 18:00:00,"1725"
"155",2023,5,12,1459,1500,-1,1741,1758,-17,"DL",114,"N104DU","LGA","DFW",187,1389,15,0,2023-05-12 15:00:00,"21513"
"156",2023,7,24,1219,1231,-12,1354,1414,-20,"DL",695,"N932AT","EWR","DTW",78,488,12,31,2023-07-24 12:00:00,"33842"
"157",2023,10,24,1953,1959,-6,2301,2319,-18,"DL",579,"N108DN","JFK","FLL",132,1069,19,59,2023-10-24 19:00:00,"49788"
"158",2023,9,11,2057,2000,57,2326,2248,38,"DL",95,"N820DN","JFK","DEN",223,1626,20,0,2023-09-11 20:00:00,"42218"
"159",2023,12,17,1533,1540,-7,1856,1941,-45,"DL",281,"N727TW","JFK","SFO",343,2586,15,40,2023-12-17 15:00:00,"59166"
"160",2023,9,9,2109,1545,324,52,1859,353,"DL",886,"N325NB","JFK","AUS",206,1521,15,45,2023-09-09 15:00:00,"41875"
"161",2023,1,28,828,830,-2,1138,1203,-25,"DL",243,"N131DU","LGA","DFW",225,1389,8,30,2023-01-28 08:00:00,"4241"
"162",2023,4,27,1127,1135,-8,1420,1445,-25,"DL",608,"N3758Y","JFK","PBI",138,1028,11,35,2023-04-27 11:00:00,"18950"
"163",2023,2,23,1730,1730,0,2201,2040,NA,"DL",108,"N871DN","JFK","LAS",NA,2248,17,30,2023-02-23 17:00:00,"8545"
"164",2023,2,19,655,700,-5,959,1019,-20,"DL",247,"N130DU","JFK","DFW",227,1391,7,0,2023-02-19 07:00:00,"7761"
"165",2023,11,6,1453,1459,-6,1649,1709,-20,"DL",750,"N376NW","LGA","DTW",86,502,14,59,2023-11-06 14:00:00,"51988"
"166",2023,7,24,2023,1915,68,2325,2233,52,"DL",475,"N392DN","JFK","MCO",133,944,19,15,2023-07-24 19:00:00,"33925"
"167",2023,5,18,2057,2100,-3,2334,2357,-23,"DL",244,"N911DQ","JFK","LAS",290,2248,21,0,2023-05-18 21:00:00,"22609"
"168",2023,12,3,1158,1200,-2,1625,1645,-20,"DL",698,"N918DU","JFK","SJU",187,1598,12,0,2023-12-03 12:00:00,"56644"
"169",2023,8,19,1814,1815,-1,2042,2135,-53,"DL",697,"N349NW","JFK","AUS",184,1521,18,15,2023-08-19 18:00:00,"38350"
"170",2023,4,8,1422,1145,157,1647,1411,156,"DL",380,"N311DU","LGA","SAV",117,722,11,45,2023-04-08 11:00:00,"15813"
"171",2023,9,9,NA,2000,NA,NA,2236,NA,"DL",403,"N104DN","JFK","ATL",NA,760,20,0,2023-09-09 20:00:00,"41899"
"172",2023,10,15,2115,2100,15,2326,2339,-13,"DL",319,"N329DN","LGA","ATL",112,762,21,0,2023-10-15 21:00:00,"48217"
"173",2023,4,17,715,720,-5,1014,1030,-16,"DL",486,"N377NW","JFK","AUS",214,1521,7,20,2023-04-17 07:00:00,"17232"
"174",2023,11,26,1904,1900,4,2228,2225,3,"DL",512,"N538DN","JFK","SEA",322,2422,19,0,2023-11-26 19:00:00,"55472"
"175",2023,11,4,1250,1250,0,1434,1431,3,"DL",618,"N308DU","LGA","ORD",118,733,12,50,2023-11-04 12:00:00,"51635"
"176",2023,8,13,1936,1929,7,2157,2225,-28,"DL",337,"N871DN","JFK","ATL",110,760,19,29,2023-08-13 19:00:00,"37328"
"177",2023,1,6,1735,1700,35,1910,1906,4,"DL",479,"N343DN","LGA","DTW",78,502,17,0,2023-01-06 17:00:00,"765"
"178",2023,1,16,726,730,-4,1025,1055,-30,"DL",597,"N373NW","JFK","AUS",214,1521,7,30,2023-01-16 07:00:00,"2233"
"179",2023,7,29,NA,715,NA,NA,959,NA,"DL",460,"N317DN","LGA","MCO",NA,950,7,15,2023-07-29 07:00:00,"34786"
"180",2023,1,20,1348,1350,-2,1605,1631,-26,"DL",152,"N366NW","LGA","ATL",118,762,13,50,2023-01-20 13:00:00,"2976"
"181",2023,11,10,1826,1830,-4,2009,2012,-3,"DL",607,"N103DU","LGA","ORD",125,733,18,30,2023-11-10 18:00:00,"52764"
"182",2023,4,6,1822,1815,7,2027,2024,3,"DL",504,"N921AT","EWR","MSP",162,1008,18,15,2023-04-06 18:00:00,"15517"
"183",2023,12,29,806,735,31,1148,1057,51,"DL",813,"N381DZ","JFK","FLL",168,1069,7,35,2023-12-29 07:00:00,"61120"
"184",2023,1,1,823,815,8,1046,1102,-16,"DL",382,"N706TW","JFK","ATL",111,760,8,15,2023-01-01 08:00:00,"26"
"185",2023,10,26,651,650,1,1010,1016,-6,"DL",103,"N305DN","JFK","SLC",291,1990,6,50,2023-10-26 06:00:00,"49992"
"186",2023,7,7,1120,1119,1,1359,1428,-29,"DL",329,"N333NB","LGA","TPA",141,1010,11,19,2023-07-07 11:00:00,"30923"
"187",2023,2,28,553,600,-7,805,749,16,"DL",419,"N112DU","LGA","ORD",118,733,6,0,2023-02-28 06:00:00,"9260"
"188",2023,4,5,559,600,-1,830,832,-2,"DL",313,"N315DN","LGA","ATL",114,762,6,0,2023-04-05 06:00:00,"15224"
"189",2023,6,8,1359,1359,0,1617,1636,-19,"DL",175,"N116DN","LGA","ATL",106,762,13,59,2023-06-08 13:00:00,"26120"
